Year_Month_State,Incident Date,State,Incident City,Incident Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Year,Unemployment Rate,Year_Month,Month_Name,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other
2014-07 Georgia,2014-07-26,Georgia,Sylvester,Royal Street,0.0,8.0,0.0,0.0,0.0,2014,6.2,2014-07,July,13895.0,,8998.0,5971.0,261.0,428.0,0.0,9.0,5.0,0.0,1756.0,1660.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Illinois,2014-07-05,Illinois,Centreville,4700 Piggott Avenue,0.0,5.0,0.0,0.0,0.0,2014,6.2,2014-07,July,60504.0,,15798.0,9607.0,0.0,687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Illinois,2014-07-11,Illinois,Chicago,5200 West Quincy Street,1.0,3.0,0.0,0.0,0.0,2014,6.2,2014-07,July,60504.0,,15798.0,9607.0,0.0,687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Illinois,2014-07-19,Illinois,Chicago,1300 North Mason Avenue,0.0,4.0,0.0,0.0,0.0,2014,6.2,2014-07,July,60504.0,,15798.0,9607.0,0.0,687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Illinois,2014-07-20,Illinois,East Saint Louis,5103 block of Bunkum Rd,1.0,3.0,0.0,0.0,0.0,2014,6.2,2014-07,July,60504.0,,15798.0,9607.0,0.0,687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Illinois,2014-07-25,Illinois,Chicago,700 S California Ave,1.0,6.0,0.0,0.0,3.0,2014,6.2,2014-07,July,60504.0,,15798.0,9607.0,0.0,687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Indiana,2014-07-05,Indiana,Indianapolis,Broad Ripple Avenue,0.0,7.0,0.0,0.0,0.0,2014,6.2,2014-07,July,7651.0,,13475.0,9126.0,555.0,471.0,1.0,1.0,5.0,0.0,11.0,520.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Kentucky,2014-07-07,Kentucky,Stopover,KY 194E,0.0,4.0,0.0,0.0,0.0,2014,6.2,2014-07,July,232847.0,,6375.0,5428.0,151.0,484.0,0.0,1.0,8.0,1.0,1767.0,1912.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Maine,2014-07-26,Maine,Saco,35 Water Street,4.0,0.0,1.0,0.0,0.0,2014,6.2,2014-07,July,0.0,,1995.0,2381.0,101.0,124.0,0.0,14.0,41.0,0.0,75.0,192.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Missouri,2014-07-06,Missouri,Saint Louis,4600 block of Natural Bridge Avenue,0.0,4.0,0.0,0.0,0.0,2014,6.2,2014-07,July,4364.0,,12678.0,9729.0,570.0,682.0,0.0,7.0,11.0,0.0,1075.0,1370.0,8.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Missouri,2014-07-27,Missouri,Saint Louis,2000 block of East John Avenue,0.0,5.0,0.0,0.0,0.0,2014,6.2,2014-07,July,4364.0,,12678.0,9729.0,570.0,682.0,0.0,7.0,11.0,0.0,1075.0,1370.0,8.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Nevada,2014-07-20,Nevada,Las Vegas,3400 block of N Rancho Dr,1.0,3.0,0.0,0.0,0.0,2014,6.2,2014-07,July,1598.0,,3359.0,2279.0,209.0,214.0,0.0,0.0,0.0,0.0,275.0,174.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 New Jersey,2014-07-21,New Jersey,Irvington,36 Welland Avenue,0.0,6.0,0.0,0.0,0.0,2014,6.2,2014-07,July,0.0,,3989.0,2681.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 New York,2014-07-06,New York,Buffalo,100 block of Erb Street,0.0,4.0,0.0,0.0,0.0,2014,6.2,2014-07,July,9454.0,,7428.0,9573.0,338.0,90.0,0.0,0.0,0.0,0.0,13.0,19.0,0.0,,,,,,123.0,70.0,7.0,4.0,7.0,0.0
2014-07 North Carolina,2014-07-30,North Carolina,Hope Mills,5109 New Moon Dr,2.0,4.0,1.0,0.0,0.0,2014,6.2,2014-07,July,17153.0,,787.0,8442.0,392.0,191.0,0.0,6.0,11.0,0.0,1846.0,2281.0,8.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Oregon,2014-07-05,Oregon,Portland,333 SE 122nd Ave,1.0,4.0,0.0,0.0,1.0,2014,6.2,2014-07,July,7.0,,7888.0,6998.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Pennsylvania,2014-07-02,Pennsylvania,Chester,1400 block of West Congress Street,0.0,5.0,0.0,0.0,0.0,2014,6.2,2014-07,July,18465.0,,34544.0,6543.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Pennsylvania,2014-07-23,Pennsylvania,Braddock,700 block of Hickory St,0.0,4.0,0.0,0.0,0.0,2014,6.2,2014-07,July,18465.0,,34544.0,6543.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Pennsylvania,2014-07-28,Pennsylvania,Philadelphia,4900 block of North Front Street,1.0,4.0,0.0,0.0,0.0,2014,6.2,2014-07,July,18465.0,,34544.0,6543.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Rhode Island,2014-07-08,Rhode Island,Providence,35 March Street,0.0,5.0,0.0,0.0,0.0,2014,6.2,2014-07,July,0.0,,686.0,564.0,31.0,85.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Tennessee,2014-07-21,Tennessee,Memphis,300 block of Foote Park Lane,0.0,4.0,0.0,0.0,0.0,2014,6.2,2014-07,July,7937.0,,15442.0,10414.0,0.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Texas,2014-07-05,Texas,Houston,1700 Almeda-Genoa,0.0,6.0,0.0,0.0,0.0,2014,6.2,2014-07,July,19340.0,,32736.0,28145.0,2088.0,2043.0,0.0,31.0,10.0,0.0,5688.0,4768.0,27.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Texas,2014-07-09,Texas,Spring,711 Leaflet Ln,6.0,1.0,0.0,0.0,1.0,2014,6.2,2014-07,July,19340.0,,32736.0,28145.0,2088.0,2043.0,0.0,31.0,10.0,0.0,5688.0,4768.0,27.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Virginia,2014-07-04,Virginia,Norfolk,1722 Thurgood Street,0.0,5.0,0.0,0.0,0.0,2014,6.2,2014-07,July,0.0,,15727.0,11605.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Virginia,2014-07-05,Virginia,Norfolk,861 W. 36th Street,0.0,7.0,0.0,0.0,0.0,2014,6.2,2014-07,July,0.0,,15727.0,11605.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07 Washington,2014-07-13,Washington,Skyway,12600 Renton Avenue South ,0.0,5.0,0.0,0.0,0.0,2014,6.2,2014-07,July,8973.0,,10715.0,7606.0,839.0,476.0,3.0,3.0,2.0,1.0,1343.0,1200.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 California,2014-08-06,California,Bakersfield,1700 block of Quincy Street ,3.0,1.0,0.0,0.0,0.0,2014,6.1,2014-08,August,45625.0,,38710.0,30590.0,3454.0,0.0,0.0,0.0,0.0,0.0,564.0,624.0,3.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 California,2014-08-10,California,Moreno Valley,16300 block of Heather Glen Road ,0.0,7.0,0.0,0.0,0.0,2014,6.1,2014-08,August,45625.0,,38710.0,30590.0,3454.0,0.0,0.0,0.0,0.0,0.0,564.0,624.0,3.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 California,2014-08-17,California,East Palo Alto,Purdue Street and Georgetown Avenue,1.0,3.0,0.0,0.0,0.0,2014,6.1,2014-08,August,45625.0,,38710.0,30590.0,3454.0,0.0,0.0,0.0,0.0,0.0,564.0,624.0,3.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 California,2014-08-31,California,Livermore,200 block of South Q Street ,0.0,5.0,0.0,0.0,0.0,2014,6.1,2014-08,August,45625.0,,38710.0,30590.0,3454.0,0.0,0.0,0.0,0.0,0.0,564.0,624.0,3.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 District of Columbia,2014-08-08,District of Columbia,Washington,2nd St NE and Todd Pl NE,0.0,4.0,0.0,0.0,0.0,2014,6.1,2014-08,August,0.0,,44.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 District of Columbia,2014-08-10,District of Columbia,Washington,50 block of N St SW,0.0,6.0,0.0,0.0,0.0,2014,6.1,2014-08,August,0.0,,44.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Florida,2014-08-29,Florida,Brooksville,820 Peach St,3.0,1.0,0.0,0.0,0.0,2014,6.1,2014-08,August,11081.0,,37260.0,19794.0,2009.0,1649.0,210.0,17.0,5.0,2.0,2496.0,1336.0,9.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Georgia,2014-08-04,Georgia,Atlanta,1100 block of Joseph E. Boone Boulevard NW,0.0,5.0,0.0,0.0,0.0,2014,6.1,2014-08,August,11493.0,,10608.0,8358.0,291.0,502.0,0.0,12.0,10.0,0.0,2039.0,2029.0,2.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Georgia,2014-08-10,Georgia,Wrightsville,2455 Idylwild Dr,0.0,6.0,0.0,0.0,0.0,2014,6.1,2014-08,August,11493.0,,10608.0,8358.0,291.0,502.0,0.0,12.0,10.0,0.0,2039.0,2029.0,2.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Georgia,2014-08-12,Georgia,Cartersville,Brent Cir,1.0,3.0,1.0,0.0,0.0,2014,6.1,2014-08,August,11493.0,,10608.0,8358.0,291.0,502.0,0.0,12.0,10.0,0.0,2039.0,2029.0,2.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Georgia,2014-08-24,Georgia,Augusta,1013 Carrie Street,1.0,3.0,0.0,0.0,0.0,2014,6.1,2014-08,August,11493.0,,10608.0,8358.0,291.0,502.0,0.0,12.0,10.0,0.0,2039.0,2029.0,2.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Illinois,2014-08-24,Illinois,Chicago,8300 block of South Halsted Street,1.0,3.0,0.0,0.0,0.0,2014,6.1,2014-08,August,62282.0,,16532.0,12191.0,0.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Louisiana,2014-08-10,Louisiana,New Orleans,5400 block of Burgundy St,2.0,5.0,0.0,0.0,2.0,2014,6.1,2014-08,August,0.0,,10024.0,10791.0,575.0,589.0,0.0,3.0,2.0,0.0,1149.0,1275.0,1.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Louisiana,2014-08-13,Louisiana,New Orleans,New Orleans and North Rocheblave streets,0.0,4.0,0.0,0.0,0.0,2014,6.1,2014-08,August,0.0,,10024.0,10791.0,575.0,589.0,0.0,3.0,2.0,0.0,1149.0,1275.0,1.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Louisiana,2014-08-18,Louisiana,Saint Martinville,Main and Hyacinth streets,0.0,4.0,0.0,0.0,0.0,2014,6.1,2014-08,August,0.0,,10024.0,10791.0,575.0,589.0,0.0,3.0,2.0,0.0,1149.0,1275.0,1.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Massachusetts,2014-08-02,Massachusetts,New Bedford,Acushnet Avenue,0.0,7.0,0.0,0.0,0.0,2014,6.1,2014-08,August,5807.0,,4868.0,2726.0,320.0,181.0,36.0,0.0,1.0,0.0,7.0,1.0,2.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Massachusetts,2014-08-17,Massachusetts,Boston,Edinboro Street,0.0,4.0,0.0,0.0,0.0,2014,6.1,2014-08,August,5807.0,,4868.0,2726.0,320.0,181.0,36.0,0.0,1.0,0.0,7.0,1.0,2.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Michigan,2014-08-27,Michigan,Detroit,16600 block of Edmore,1.0,3.0,0.0,0.0,0.0,2014,6.1,2014-08,August,13597.0,,7886.0,9867.0,267.0,172.0,0.0,0.0,4.0,0.0,6.0,390.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Minnesota,2014-08-09,Minnesota,Minneapolis,400 3rd Ave N,1.0,8.0,0.0,0.0,0.0,2014,6.1,2014-08,August,17989.0,,6595.0,11540.0,378.0,327.0,0.0,0.0,2.0,0.0,219.0,624.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Missouri,2014-08-03,Missouri,Saint Louis,5200 block of Thekla ,0.0,5.0,0.0,0.0,0.0,2014,6.1,2014-08,August,4586.0,,17329.0,14418.0,677.0,1015.0,0.0,7.0,11.0,0.0,1241.0,1595.0,7.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Nevada,2014-08-17,Nevada,Las Vegas,Owens Avenue and H Street,0.0,4.0,0.0,0.0,0.0,2014,6.1,2014-08,August,1400.0,,3749.0,2720.0,189.0,268.0,0.0,0.0,0.0,0.0,279.0,175.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 New Jersey,2014-08-16,New Jersey,Plainfield,West 3rd Street and Monroe Avenue,1.0,3.0,0.0,0.0,0.0,2014,6.1,2014-08,August,0.0,,3653.0,3035.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 New Mexico,2014-08-08,New Mexico,Albuquerque,3426 Vassar NE,1.0,3.0,0.0,0.0,0.0,2014,6.1,2014-08,August,745.0,,4498.0,3949.0,205.0,260.0,0.0,1.0,4.0,0.0,508.0,645.0,1.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 New York,2014-08-12,New York,Buffalo,Oakmont Ave,1.0,3.0,0.0,0.0,0.0,2014,6.1,2014-08,August,5904.0,,7025.0,13388.0,415.0,124.0,0.0,0.0,1.0,1.0,9.0,19.0,0.0,,,,0.0,,148.0,93.0,3.0,2.0,7.0,0.0
2014-08 New York,2014-08-17,New York,Queens,153-38 118th Ave,0.0,4.0,0.0,0.0,0.0,2014,6.1,2014-08,August,5904.0,,7025.0,13388.0,415.0,124.0,0.0,0.0,1.0,1.0,9.0,19.0,0.0,,,,0.0,,148.0,93.0,3.0,2.0,7.0,0.0
2014-08 Pennsylvania,2014-08-01,Pennsylvania,Philadelphia,1500 block of South Etting Street,1.0,3.0,0.0,0.0,0.0,2014,6.1,2014-08,August,18353.0,,40384.0,8958.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Pennsylvania,2014-08-02,Pennsylvania,Pittsburgh,Penn Avenue and 29th Street,1.0,5.0,0.0,0.0,0.0,2014,6.1,2014-08,August,18353.0,,40384.0,8958.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Tennessee,2014-08-03,Tennessee,Columbia,East 9th Street and Bridge Street,0.0,5.0,0.0,0.0,0.0,2014,6.1,2014-08,August,7569.0,,17136.0,14233.0,0.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Tennessee,2014-08-13,Tennessee,Clarksville,Treeland Drive,0.0,4.0,0.0,0.0,0.0,2014,6.1,2014-08,August,7569.0,,17136.0,14233.0,0.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Tennessee,2014-08-14,Tennessee,Memphis,797 Pope Street,1.0,3.0,0.0,0.0,0.0,2014,6.1,2014-08,August,7569.0,,17136.0,14233.0,0.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Tennessee,2014-08-20,Tennessee,Memphis,1400 block of Briarcrest Lane,0.0,5.0,0.0,0.0,0.0,2014,6.1,2014-08,August,7569.0,,17136.0,14233.0,0.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Texas,2014-08-02,Texas,Dallas,5125 Wynell Street,3.0,1.0,0.0,0.0,1.0,2014,6.1,2014-08,August,16910.0,,38172.0,43507.0,2309.0,2337.0,0.0,23.0,22.0,1.0,6457.0,5730.0,27.0,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Texas,2014-08-03,Texas,Humble,3403 FM 1960,0.0,7.0,0.0,0.0,0.0,2014,6.1,2014-08,August,16910.0,,38172.0,43507.0,2309.0,2337.0,0.0,23.0,22.0,1.0,6457.0,5730.0,27.0,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Utah,2014-08-16,Utah,Salt Lake City,122 Pierpont Avenue,0.0,6.0,0.0,0.0,0.0,2014,6.1,2014-08,August,12958.0,,2364.0,3132.0,87.0,123.0,0.0,4.0,1.0,0.0,257.0,409.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Virginia,2014-08-03,Virginia,Culpeper,14458 Rixeyville Rd,5.0,0.0,0.0,0.0,0.0,2014,6.1,2014-08,August,0.0,,16034.0,13675.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-08 Wisconsin,2014-08-08,Wisconsin,Milwaukee,3000 block of N. 28th Street ,0.0,4.0,0.0,0.0,0.0,2014,6.1,2014-08,August,3164.0,,8526.0,11849.0,388.0,35.0,0.0,0.0,0.0,4.0,131.0,367.0,3.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Alaska,2014-09-14,Alaska,Anchorage,225 E Fifth,0.0,6.0,0.0,0.0,0.0,2014,5.9,2014-09,September,217.0,,2416.0,3273.0,120.0,170.0,0.0,4.0,9.0,0.0,205.0,208.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 California,2014-09-02,California,Highland,25000 block of Fifth Street ,0.0,5.0,0.0,0.0,0.0,2014,5.9,2014-09,September,48291.0,,37720.0,28503.0,3278.0,0.0,0.0,0.0,0.0,0.0,540.0,519.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 California,2014-09-03,California,Los Angeles,East 27th and Stanford ,0.0,6.0,0.0,0.0,0.0,2014,5.9,2014-09,September,48291.0,,37720.0,28503.0,3278.0,0.0,0.0,0.0,0.0,0.0,540.0,519.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 California,2014-09-29,California,Fresno,2300 block of West Fountain Way ,0.0,4.0,0.0,0.0,0.0,2014,5.9,2014-09,September,48291.0,,37720.0,28503.0,3278.0,0.0,0.0,0.0,0.0,0.0,540.0,519.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Florida,2014-09-06,Florida,Orlando,2015 Orange Blossom Trail,0.0,4.0,0.0,0.0,0.0,2014,5.9,2014-09,September,11525.0,,37253.0,21661.0,1791.0,1722.0,165.0,17.0,8.0,0.0,2306.0,1123.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Florida,2014-09-18,Florida,Bell,2550 NW 29th Terrace,7.0,0.0,1.0,0.0,0.0,2014,5.9,2014-09,September,11525.0,,37253.0,21661.0,1791.0,1722.0,165.0,17.0,8.0,0.0,2306.0,1123.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Florida,2014-09-28,Florida,Miami,NW 7th Ave and NW 64th St,0.0,15.0,0.0,0.0,0.0,2014,5.9,2014-09,September,11525.0,,37253.0,21661.0,1791.0,1722.0,165.0,17.0,8.0,0.0,2306.0,1123.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Georgia,2014-09-06,Georgia,Macon,576 Poplar Street,0.0,5.0,0.0,0.0,0.0,2014,5.9,2014-09,September,11240.0,,9973.0,9497.0,294.0,518.0,0.0,11.0,12.0,0.0,1892.0,1981.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Louisiana,2014-09-15,Louisiana,New Orleans,Chef Menteur Highway and Dale Street,0.0,5.0,0.0,0.0,0.0,2014,5.9,2014-09,September,0.0,,11352.0,16638.0,518.0,819.0,0.0,6.0,4.0,1.0,1004.0,1360.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Michigan,2014-09-04,Michigan,Flint,2400 block of Martin Luther King Boulevard,0.0,5.0,0.0,0.0,0.0,2014,5.9,2014-09,September,16646.0,,7668.0,12051.0,242.0,179.0,0.0,0.0,2.0,0.0,7.0,384.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Michigan,2014-09-11,Michigan,Detroit,14000 block of Patton,1.0,7.0,0.0,0.0,0.0,2014,5.9,2014-09,September,16646.0,,7668.0,12051.0,242.0,179.0,0.0,0.0,2.0,0.0,7.0,384.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Mississippi,2014-09-02,Mississippi,Jackson,3622 Medgar Evers Boulevard,2.0,3.0,0.0,0.0,0.0,2014,5.9,2014-09,September,818.0,,7427.0,8847.0,190.0,426.0,5.0,43.0,22.0,0.0,1076.0,1478.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Mississippi,2014-09-20,Mississippi,Batesville,8297 Curtis Rd,2.0,2.0,0.0,0.0,0.0,2014,5.9,2014-09,September,818.0,,7427.0,8847.0,190.0,426.0,5.0,43.0,22.0,0.0,1076.0,1478.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Missouri,2014-09-27,Missouri,Saint Louis,2000 block East John Avenue,0.0,5.0,0.0,0.0,0.0,2014,5.9,2014-09,September,5133.0,,14837.0,14838.0,646.0,891.0,0.0,4.0,11.0,0.0,1082.0,1629.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 New York,2014-09-19,New York,Queens,32-14 106th St,0.0,4.0,0.0,0.0,0.0,2014,5.9,2014-09,September,3488.0,,7350.0,16835.0,455.0,125.0,0.0,0.0,1.0,0.0,12.0,13.0,2.0,,,,,,167.0,116.0,3.0,4.0,4.0,0.0
2014-09 Ohio,2014-09-21,Ohio,East Liverpool,440 First St,0.0,4.0,0.0,0.0,0.0,2014,5.9,2014-09,September,0.0,,20852.0,17783.0,912.0,1066.0,0.0,4.0,4.0,1.0,1274.0,1044.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Pennsylvania,2014-09-28,Pennsylvania,Philadelphia,2800 block of Hope Street,0.0,4.0,0.0,0.0,0.0,2014,5.9,2014-09,September,20044.0,,42506.0,8823.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 South Carolina,2014-09-26,South Carolina,Florence,650 Turner Rd,1.0,4.0,0.0,0.0,2.0,2014,5.9,2014-09,September,5486.0,,6192.0,6127.0,253.0,297.0,0.0,2.0,4.0,0.0,989.0,1025.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 South Carolina,2014-09-29,South Carolina,Walterboro,29 Sandy Dam Lane,1.0,6.0,0.0,1.0,2.0,2014,5.9,2014-09,September,5486.0,,6192.0,6127.0,253.0,297.0,0.0,2.0,4.0,0.0,989.0,1025.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Texas,2014-09-14,Texas,Corpus Christi,229 NAS Dr,3.0,1.0,0.0,0.0,1.0,2014,5.9,2014-09,September,16930.0,,34837.0,46899.0,1949.0,2376.0,0.0,24.0,27.0,0.0,5991.0,5835.0,32.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09 Texas,2014-09-14,Texas,Flour Bluff,229 Naval Air Station Drive,3.0,1.0,0.0,0.0,0.0,2014,5.9,2014-09,September,16930.0,,34837.0,46899.0,1949.0,2376.0,0.0,24.0,27.0,0.0,5991.0,5835.0,32.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-10 California,2014-10-04,California,Pomona,1925 West Holt Avenue ,0.0,4.0,0.0,0.0,0.0,2014,5.7,2014-10,October,50300.0,,42829.0,30607.0,3536.0,0.0,1.0,0.0,0.0,0.0,595.0,563.0,8.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-10 California,2014-10-12,California,Stockton,1100 block of East March Lane,3.0,1.0,0.0,0.0,0.0,2014,5.7,2014-10,October,50300.0,,42829.0,30607.0,3536.0,0.0,1.0,0.0,0.0,0.0,595.0,563.0,8.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
