Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
92194,2014-01-01,Virginia,Norfolk,Rockingham Street and Berkley Avenue Extended,2,2,0,0,0
92704,2014-01-03,New York,Queens,Farmers Boulevard and 133rd Avenue,1,3,0,0,0
94514,2014-01-05,Pennsylvania,Erie,829 Parade St,1,3,0,0,0
95146,2014-01-11,Mississippi,Jackson,3430 W. Capitol Street,0,4,0,0,0
95500,2014-01-12,Louisiana,Tallulah,3600 block of Highway 80 W,0,6,0,0,8
95550,2014-01-12,Alabama,Huntsville,University Drive,0,5,0,0,0
95579,2014-01-12,Illinois,Elgin,300 block of North St,0,5,0,0,0
96185,2014-01-13,Michigan,Detroit,800 block of Calvert St,0,4,0,0,0
96792,2014-01-14,California,Los Angeles,West 86th Street,0,4,0,0,0
97365,2014-01-16,Utah,Spanish Fork,37 N 630 West,4,0,1,0,0
97407,2014-01-16,Oklahoma,Ardmore,H St NE and Martin Luther King Blvd,1,4,1,0,0
104902,2014-01-20,Virginia,Manassas,8509 Rixlew Ln,0,4,0,0,0
98836,2014-01-21,New Jersey,Newark,Springfield Avenue ,2,3,0,0,0
100568,2014-01-25,Florida,Belle Glade,600 block of Covenant Drive,0,4,0,0,0
100434,2014-01-25,Illinois,Chicago,S Union Ave and W 51st St,1,4,0,0,0
113665,2014-01-27,Washington,Seattle,2nd Avenue South and South Main Street,1,4,0,0,1
101301,2014-01-27,North Carolina,Rocky Mount,821 Word Plaza,0,4,0,0,1
140117,2014-01-30,Texas,Cypress,14015 Fosters Creek Dr,4,0,0,0,1
103698,2014-02-03,Indiana,Franklin,2100 block of Bridlewood Dr,2,2,1,0,0
104218,2014-02-05,Illinois,Chicago,6740 N Clark St,1,3,0,0,0
105010,2014-02-06,Louisiana,New Orleans,4600 block of Downman Road,0,4,0,0,0
104721,2014-02-07,Florida,Miami,Northwest 41st Street and 9th Avenue ,0,5,0,0,0
106394,2014-02-12,Indiana,Gary,2220 block of Broadway,0,4,0,1,0
106481,2014-02-12,California,Oakland,37th and International ,1,3,0,0,0
106243,2014-02-12,California,Stockton,1101 E Lindsay St,1,3,0,0,0
107403,2014-02-15,Nevada,Las Vegas,Sahara and Maryland ,0,5,0,0,0
107433,2014-02-16,Florida,Jacksonville,1187 S. Edgewood Ave.,1,4,0,0,0
108659,2014-02-16,Texas,Fort Worth, 115 NW 25th St.,1,4,0,0,0
107417,2014-02-16,Florida,Orlando (Pine Hills),4500 block of Charlene Terrace,1,6,0,0,0
107673,2014-02-16,Indiana,Fort Wayne,Lafayette Street and East Tillman Road,0,5,0,0,0
107519,2014-02-16,Texas,Dallas,2600 block of South Harwood Street,1,7,0,0,0
108691,2014-02-20,Indiana,Indianapolis,3200 block of S Parker Ave,4,0,0,0,1
108649,2014-02-20,California,Alturas,300 W 1st St,4,1,0,0,1
109142,2014-02-22,California,Wilmington,1200 block of W Papeete St,0,4,0,0,0
109957,2014-02-25,Virginia,Glade Spring,33325 Graceland Ln,3,1,1,0,0
111095,2014-03-01,Pennsylvania,Pittsburgh,Hamilton Ave,1,4,0,0,1
112415,2014-03-05,South Carolina,Pelzer,Law St,3,1,0,0,1
113255,2014-03-08,California,Richmond,1600 block of First Street,1,3,0,0,0
113214,2014-03-08,Illinois,Chicago,4900 West Race Ave,0,6,0,0,0
113247,2014-03-09,Texas,Austin,4900 block of West Race Avenue,0,6,0,0,0
113156,2014-03-09,Ohio,Fremont,531 W State St,3,1,0,0,0
115012,2014-03-14,New York,Brooklyn,S. Second and Roebling Sts,0,4,0,0,0
125855,2014-03-16,Georgia,Waynesboro,4960 Highway 80 West ,0,4,0,0,0
117591,2014-03-16,Texas,Beaumont,S 4th St,3,1,0,0,1
117642,2014-03-21,South Carolina,North Charleston,7550 Dorchester Road,0,4,0,0,0
117914,2014-03-23,California,San Francisco,Turk St and Taylor St,0,7,0,0,0
172722,2014-03-23,California,Long Beach,601 Long Beach Boulevard,1,3,0,0,0
117818,2014-03-23,Texas,Arlington,2700 Majesty Drive,1,3,0,0,0
120303,2014-03-30,North Carolina,Charlotte,4300 Sunset Road,0,5,0,0,0
120621,2014-03-30,Mississippi,Starkville,2938 Rockhill Rd,0,5,0,0,1
121031,2014-04-02,Texas,Fort Hood,Motor Pool Road and Tank Destroyer Boulevard,3,16,1,0,0
122672,2014-04-05,California,Fairfield,Orchid Street ,0,4,0,0,0
122612,2014-04-05,Arizona,Phoenix,5400 block of W Palm Ln,1,3,0,0,0
122136,2014-04-05,Illinois,Chicago,4300 W Wilcox Street,1,5,0,0,0
125863,2014-04-06,Oklahoma,Oklahoma City,Northwest 29th Street and Portland Avenue,0,4,0,0,0
123666,2014-04-06,Massachusetts,Springfield,90 Worthington St.,0,4,0,0,0
123008,2014-04-07,Louisiana,New Orleans,500 block of South Alexander Street,0,4,0,0,0
123891,2014-04-09,Tennessee,Lookout Valley,Kellys Ferry Road and Kellys Ferry Place,3,1,0,0,0
124131,2014-04-09,Illinois,Rockford,300 N Sunset Ave,0,5,0,0,0
124146,2014-04-11,Indiana,Richmond,North 15th and H Streets,0,4,0,0,0
125028,2014-04-12,Louisiana,New Orleans,2100 block of Pauger Street,1,3,0,0,0
156828,2014-04-14,District of Columbia,Washington,1909 19th St SE,0,4,0,0,0
127413,2014-04-20,Illinois,Chicago,6600 South Michigan Ave,0,5,0,0,0
127045,2014-04-20,Illinois,Montgomery,1300 block of Jackson St,0,6,0,0,0
127381,2014-04-20,Florida,Tampa,2902 N. 32nd St.,2,2,0,0,0
173109,2014-04-22,California,Los Angeles,6419 Brynhurst Avenue,1,3,0,0,0
128871,2014-04-25,Tennessee,Memphis,2000 Chelsea Avenue,2,3,0,0,0
129730,2014-04-27,New York,Troy,Fourth Street,0,5,0,0,0
130232,2014-04-29,Georgia,Kennesaw,1675 Airport Road,0,6,1,0,0
130933,2014-04-30,Illinois,Chicago,7200 South Phillips Avenue,0,4,0,0,0
132405,2014-05-03,Texas,Houston,Gears Rd and Trickey Rd,0,6,0,0,0
131998,2014-05-03,Arkansas,Jonesboro,2201 Moore Rd,3,4,1,0,0
132897,2014-05-04,Colorado,Wheat Ridge,12100 W 44th,0,4,0,0,0
131697,2014-05-04,Illinois,Chicago,500 West Erie Street,1,3,0,0,0
134052,2014-05-10,Georgia,Decatur,Shamrock Dr,2,3,0,0,1
134044,2014-05-10,Georgia,Stone Mountain,1100 To Lani Farm Road,1,3,0,0,1
156823,2014-05-10,California,Sacramento,3031 Guadalajara Way,1,6,0,0,2
134238,2014-05-11,Tennessee,Memphis,2517 Shasta,0,7,0,0,0
134591,2014-05-12,Illinois,Chicago,3400 West 24th Street,0,4,0,0,0
134823,2014-05-13,Georgia,Atlanta,Panther Trail and Childress Drive,0,5,0,0,0
136163,2014-05-17,District of Columbia,Washington,2200 block of Adams Pl NE,0,5,0,0,0
136567,2014-05-17,California,Coachella,84000 block of Pedro Drive,1,3,0,0,1
135904,2014-05-18,Ohio,Sandusky,1643 Cleveland Rd,0,7,0,0,0
142123,2014-05-21,Texas,Dallas,4515 Village Fair Pl,1,3,0,0,0
138370,2014-05-23,California,Bellflower,9541 Flower Street,2,2,0,0,0
138282,2014-05-23,California,Goleta,840 Embarcadero del Norte,3,7,1,0,0
140185,2014-05-23,Louisiana,New Orleans,6200 block of Eads Street,1,7,0,0,0
138645,2014-05-24,South Carolina,Myrtle Beach,104 N Ocean Blvd,3,1,0,0,0
138567,2014-05-24,Michigan,Detroit,Strathmoor St,0,4,0,0,0
139281,2014-05-25,Ohio,Toledo,2100 block of Joffre Avenue,1,3,0,0,0
153532,2014-05-31,California,San Bernardino,800 block of West Victoria St,1,3,0,0,0
141382,2014-06-01,Illinois,Chicago,West Ferdinand Street and North Lavergne Avenue ,1,5,0,0,0
141792,2014-06-01,California,Sacramento,6500 46th Street,0,4,0,0,0
142076,2014-06-02,Illinois,Chicago,2660 E. 79th St,0,7,0,0,0
142818,2014-06-03,Georgia,Atlanta,Auburn Avenue,1,4,0,0,1
142822,2014-06-04,Illinois,Chicago,4900 West West End Avenue,1,3,0,0,0
143979,2014-06-07,Michigan,Oak Park,10811 W. Ten Mile Rd.,1,3,0,0,0
143723,2014-06-07,South Carolina,Moncks Corner,Tish Lane,1,5,0,0,0
144565,2014-06-08,Alabama,Opp,611 Hardin Street,1,4,0,0,1
144524,2014-06-08,Florida,Fort Myers,17372 Phlox Drive,4,0,1,0,0
156245,2014-06-09,New Jersey,Paterson,Rosa Parks Boulevard and Godwin Avenue,0,6,0,0,0
149706,2014-06-13,California,Los Angeles,8600 block of South Figueroa Street,3,1,0,0,0
146586,2014-06-15,Illinois,Park Forest,200 Berry Street,0,4,0,0,0
146565,2014-06-15,Indiana,Kokomo,5100 Clinton Drive,0,4,0,0,0
157013,2014-06-20,Maryland,Seat Pleasant,6600 block of Greig Street,0,4,0,0,0
149954,2014-06-21,District of Columbia,Washington,Florida Ave NW and U St NW,0,4,0,0,0
150344,2014-06-21,Tennessee,Memphis,2119 East Alcy Road,0,5,0,0,7
154136,2014-06-22,California,Windsor,Windsor Avenue,1,3,0,0,0
150299,2014-06-24,Florida,Miami,Northwest 12th Avenue and 65th Street,2,7,0,0,0
151475,2014-06-25,Massachusetts,Lowell,Midland Street,0,5,0,0,0
157018,2014-06-26,Michigan,Detroit,Grand St,2,2,0,0,0
151659,2014-06-26,Wisconsin,Milwaukee,24th and Locust,0,5,0,0,0
152722,2014-06-27,California,San Diego,1600 block of Cathy Street,1,3,0,0,0
153578,2014-06-28,New York,Manhattan,Fifth Avenue and West 139th Street,0,4,0,0,0
152960,2014-06-28,California,Antioch,5500 Cedar Point Way,0,7,0,0,0
152693,2014-06-29,California,Los Angeles,1100 block of North Vermont Avenue,1,5,0,0,1
153648,2014-06-29,Missouri,Saint Louis,2800 block of Dayton,0,4,0,0,0
152468,2014-06-29,Louisiana,New Orleans,700 block of Bourbon St,1,9,0,0,1
153275,2014-06-30,Kentucky,Lexington,Scottsdale Circle,1,3,0,0,1
156834,2014-07-02,Pennsylvania,Chester,1400 block of West Congress Street,0,5,0,0,0
154844,2014-07-04,Virginia,Norfolk,1722 Thurgood Street,0,5,0,0,0
154971,2014-07-05,Oregon,Portland,333 SE 122nd Ave,1,4,0,0,1
154834,2014-07-05,Virginia,Norfolk,861 W. 36th Street,0,7,0,0,0
154803,2014-07-05,Texas,Houston,1700 Almeda-Genoa,0,6,0,0,0
158055,2014-07-05,Illinois,Centreville,4700 Piggott Avenue,0,5,0,0,0
154721,2014-07-05,Indiana,Indianapolis,Broad Ripple Avenue,0,7,0,0,0
155755,2014-07-06,New York,Buffalo,100 block of Erb Street,0,4,0,0,0
155412,2014-07-06,Missouri,Saint Louis,4600 block of Natural Bridge Avenue,0,4,0,0,0
156125,2014-07-06,Florida,Miami,NW 20th Ave and NW 62nd St,2,2,0,0,0
155943,2014-07-07,California,San Bernardino,312  E Baseline Street ,1,4,0,0,0
162305,2014-07-07,Kentucky,Stopover,KY 194E,0,4,0,0,0
156468,2014-07-08,Rhode Island,Providence,35 March Street,0,5,0,0,0
156670,2014-07-09,Texas,Spring,711 Leaflet Ln,6,1,0,0,1
157580,2014-07-11,Illinois,Chicago,5200 West Quincy Street,1,3,0,0,0
157857,2014-07-12,California,Pasadena,1700 block of Summit Avenue,3,2,0,0,0
158589,2014-07-13,Connecticut,Stamford,84 West Park Place,0,5,0,0,0
158306,2014-07-13,Washington,Skyway,12600 Renton Avenue South ,0,5,0,0,0
158387,2014-07-13,California,Sacramento,1972 Fulton Ave,1,4,0,0,0
159291,2014-07-13,District of Columbia,Washington,1700 block of Lincoln Rd NE,0,4,0,0,0
160488,2014-07-19,Illinois,Chicago,1300 North Mason Avenue,0,4,0,0,0
160998,2014-07-20,Illinois,East Saint Louis,5103 block of Bunkum Rd,1,3,0,0,0
161063,2014-07-20,Nevada,Las Vegas,3400 block of N Rancho Dr,1,3,0,0,0
161302,2014-07-21,New Jersey,Irvington,36 Welland Avenue,0,6,0,0,0
162008,2014-07-21,Tennessee,Memphis,300 block of Foote Park Lane,0,4,0,0,0
162687,2014-07-23,Pennsylvania,Braddock,700 block of Hickory St,0,4,0,0,0
163874,2014-07-25,Illinois,Chicago,700 S California Ave,1,6,0,0,3
163930,2014-07-26,Georgia,Sylvester,Royal Street,0,8,0,0,0
166970,2014-07-26,Arkansas,Pine Bluff,Third Ave and Redbud St,1,3,0,0,0
164513,2014-07-26,Maine,Saco,35 Water Street,4,0,1,0,0
165089,2014-07-27,Missouri,Saint Louis,2000 block of East John Avenue,0,5,0,0,0
165856,2014-07-28,Pennsylvania,Philadelphia,4900 block of North Front Street,1,4,0,0,0
176329,2014-07-30,North Carolina,Hope Mills,5109 New Moon Dr,2,4,1,0,0
167649,2014-08-01,Pennsylvania,Philadelphia,1500 block of South Etting Street,1,3,0,0,0
168169,2014-08-02,Massachusetts,New Bedford,Acushnet Avenue,0,7,0,0,0
168307,2014-08-02,Pennsylvania,Pittsburgh,Penn Avenue and 29th Street,1,5,0,0,0
167872,2014-08-02,Texas,Dallas,5125 Wynell Street,3,1,0,0,1
168786,2014-08-03,Missouri,Saint Louis,5200 block of Thekla ,0,5,0,0,0
169024,2014-08-03,Tennessee,Columbia,East 9th Street and Bridge Street,0,5,0,0,0
168551,2014-08-03,Texas,Humble,3403 FM 1960,0,7,0,0,0
168844,2014-08-03,Virginia,Culpeper,14458 Rixeyville Rd,5,0,0,0,0
169326,2014-08-04,Georgia,Atlanta,1100 block of Joseph E. Boone Boulevard NW,0,5,0,0,0
170704,2014-08-06,California,Bakersfield,1700 block of Quincy Street ,3,1,0,0,0
173786,2014-08-08,District of Columbia,Washington,2nd St NE and Todd Pl NE,0,4,0,0,0
171823,2014-08-08,New Mexico,Albuquerque,3426 Vassar NE,1,3,0,0,0
171778,2014-08-08,Wisconsin,Milwaukee,3000 block of N. 28th Street ,0,4,0,0,0
171802,2014-08-09,Minnesota,Minneapolis,400 3rd Ave N,1,8,0,0,0
172180,2014-08-10,California,Moreno Valley,16300 block of Heather Glen Road ,0,7,0,0,0
172288,2014-08-10,Georgia,Wrightsville,2455 Idylwild Dr,0,6,0,0,0
172205,2014-08-10,District of Columbia,Washington,50 block of N St SW,0,6,0,0,0
172304,2014-08-10,Louisiana,New Orleans,5400 block of Burgundy St,2,5,0,0,2
173628,2014-08-12,Georgia,Cartersville,Brent Cir,1,3,1,0,0
173369,2014-08-12,New York,Buffalo,Oakmont Ave,1,3,0,0,0
175767,2014-08-13,Louisiana,New Orleans,New Orleans and North Rocheblave streets,0,4,0,0,0
174544,2014-08-13,Tennessee,Clarksville,Treeland Drive,0,4,0,0,0
174560,2014-08-14,Tennessee,Memphis,797 Pope Street,1,3,0,0,0
175779,2014-08-16,New Jersey,Plainfield,West 3rd Street and Monroe Avenue,1,3,0,0,0
175788,2014-08-16,Utah,Salt Lake City,122 Pierpont Avenue,0,6,0,0,0
175839,2014-08-17,Nevada,Las Vegas,Owens Avenue and H Street,0,4,0,0,0
175911,2014-08-17,New York,Queens,153-38 118th Ave,0,4,0,0,0
175943,2014-08-17,Massachusetts,Boston,Edinboro Street,0,4,0,0,0
177770,2014-08-17,California,East Palo Alto,Purdue Street and Georgetown Avenue,1,3,0,0,0
178006,2014-08-18,Louisiana,Saint Martinville,Main and Hyacinth streets,0,4,0,0,0
178425,2014-08-20,Tennessee,Memphis,1400 block of Briarcrest Lane,0,5,0,0,0
180580,2014-08-24,Georgia,Augusta,1013 Carrie Street,1,3,0,0,0
180018,2014-08-24,Illinois,Chicago,8300 block of South Halsted Street,1,3,0,0,0
181947,2014-08-27,Michigan,Detroit,16600 block of Edmore,1,3,0,0,0
182974,2014-08-29,Florida,Brooksville,820 Peach St,3,1,0,0,0
183432,2014-08-31,California,Livermore,200 block of South Q Street ,0,5,0,0,0
185196,2014-09-02,Mississippi,Jackson,3622 Medgar Evers Boulevard,2,3,0,0,0
184507,2014-09-02,California,Highland,25000 block of Fifth Street ,0,5,0,0,0
185430,2014-09-03,California,Los Angeles,East 27th and Stanford ,0,6,0,0,0
185393,2014-09-04,Michigan,Flint,2400 block of Martin Luther King Boulevard,0,5,0,0,0
186488,2014-09-06,Georgia,Macon,576 Poplar Street,0,5,0,0,0
188332,2014-09-06,Florida,Orlando,2015 Orange Blossom Trail,0,4,0,0,0
189562,2014-09-11,Michigan,Detroit,14000 block of Patton,1,7,0,0,0
190599,2014-09-14,Alaska,Anchorage,225 E Fifth,0,6,0,0,0
2172621,2014-09-14,Texas,Corpus Christi,229 NAS Dr,3,1,0,0,1
190874,2014-09-14,Texas,Flour Bluff,229 Naval Air Station Drive,3,1,0,0,0
191416,2014-09-15,Louisiana,New Orleans,Chef Menteur Highway and Dale Street,0,5,0,0,0
192851,2014-09-18,Florida,Bell,2550 NW 29th Terrace,7,0,1,0,0
193570,2014-09-19,New York,Queens,32-14 106th St,0,4,0,0,0
193960,2014-09-20,Mississippi,Batesville,8297 Curtis Rd,2,2,0,0,0
194945,2014-09-21,Ohio,East Liverpool,440 First St,0,4,0,0,0
198064,2014-09-26,South Carolina,Florence,650 Turner Rd,1,4,0,0,2
197287,2014-09-27,Missouri,Saint Louis,2000 block East John Avenue,0,5,0,0,0
197416,2014-09-28,Pennsylvania,Philadelphia,2800 block of Hope Street,0,4,0,0,0
197384,2014-09-28,Florida,Miami,NW 7th Ave and NW 64th St,0,15,0,0,0
198527,2014-09-29,California,Fresno,2300 block of West Fountain Way ,0,4,0,0,0
198051,2014-09-29,South Carolina,Walterboro,29 Sandy Dam Lane,1,6,0,1,2
201648,2014-10-04,Tennessee,Memphis,1400 block of Gherald Street,2,2,0,0,0
201502,2014-10-04,California,Pomona,1925 West Holt Avenue ,0,4,0,0,0
201630,2014-10-05,Florida,Jacksonville,7300 block of Linda Drive,3,1,0,0,0
201052,2014-10-05,Michigan,Detroit,East 7 Mile Road and Sherwood Street,1,5,0,0,0
204254,2014-10-08,New York,Guilderland,1846 Western Ave,4,0,0,0,0
202981,2014-10-08,Georgia,Atlanta,Auburn Avenue and Edgewood Avenue,0,4,0,0,0
204236,2014-10-11,New York,Utica,222 Bleecker Street,0,4,0,1,1
204477,2014-10-12,Georgia,Atlanta,Arthur Langford Jr Place,1,3,0,0,0
204310,2014-10-12,California,Stockton,1100 block of East March Lane,3,1,0,0,0
205298,2014-10-13,Georgia,Atlanta,85 Mount Zion Road,0,4,0,0,0
205726,2014-10-14,Georgia,Peachtree Corners,6505 Bannor Lane,2,2,1,0,0
206303,2014-10-16,Michigan,Detroit,Mogul Street,1,3,0,0,1
209134,2014-10-18,New York,Queens,33-02 Queens Blvd,0,4,0,0,1
207687,2014-10-18,New York,Brooklyn,Lenox Road,0,4,0,0,0
207145,2014-10-18,South Carolina,Graniteville,192 Breezy Hill Road,1,3,0,0,0
210363,2014-10-24,Washington,Marysville,5611 108th St NE,4,1,1,0,0
211348,2014-10-26,Kentucky,Cadiz,1410 Old Dover Road,4,0,0,0,1
212884,2014-10-29,Tennessee,Memphis,Yale Road and Ramill Road,0,5,0,0,0
216533,2014-11-05,California,San Francisco,1100 block of Alabama Street ,0,4,0,0,0
217401,2014-11-07,California,Compton,136th Street ,0,4,0,0,0
218054,2014-11-07,California,Los Angeles,East 126th Street and North Compton Avenue,0,4,0,0,0
217831,2014-11-08,California,Pomona,499 E. Arrow Highway,0,5,0,0,0
221577,2014-11-15,Florida,Miami,NW 55th and 12th,1,3,0,0,0
221347,2014-11-15,Missouri,Springfield,2555 N. Glenstone,4,0,0,0,1
224746,2014-11-16,Texas,El Paso,115 S. Durango,0,5,0,1,0
221554,2014-11-16,Ohio,Akron,1891 E Market St,1,4,0,0,1
222393,2014-11-18,Nevada,North Las Vegas,Englestad Street,0,4,0,0,0
222792,2014-11-19,Illinois,Chicago,700 block of North St. Louis Avenue,1,3,0,0,0
223582,2014-11-21,Pennsylvania,Pittsburgh,600 block of Miller Avenue,0,6,0,0,0
223799,2014-11-22,South Dakota,Sisseton,Fourth Avenue,3,1,1,0,0
223729,2014-11-22,Ohio,Springfield,Clifton Avenue and Rice Street,1,3,0,0,0
223651,2014-11-22,Ohio,Cleveland,1443 E 92nd St,4,1,0,0,1
224131,2014-11-23,Colorado,Denver,Federal Boulevard and 16th Avenue,1,4,0,0,0
224362,2014-11-23,Virginia,Parksley,Parksley Road,0,4,0,0,0
225036,2014-11-26,California,San Francisco,Mission and 13th streets,0,6,0,0,0
226018,2014-11-27,Texas,Georgetown,Pvt Rd 934,2,3,0,0,0
225830,2014-11-28,Tennessee,Memphis,1849 East Brooks Road ,0,4,0,0,0
225903,2014-11-29,Georgia,Atlanta,1600 block of Richmond Avenue,3,2,0,0,0
226150,2014-11-29,New Jersey,Newark,348 S Orange Ave,1,3,0,0,0
226388,2014-11-30,New York,Brooklyn,375 Remsen Avenue,0,4,0,0,0
226534,2014-11-30,Tennessee,Chattanooga,2412 East 13th Street ,0,5,0,0,0
226983,2014-12-02,Virginia,Newport News,6128 Jefferson Ave ,0,5,0,0,0
227011,2014-12-02,Missouri,Saint Louis,6000 block of Virginia Avenue,1,3,0,2,0
259935,2014-12-07,Indiana,South Bend,16000 block of Roosevelt Road,0,4,0,0,0
262202,2014-12-12,Oregon,Portland,717 North Killingsworth Court,0,4,0,0,3
263382,2014-12-13,Florida,Tampa,810 E. Skagway Ave.,0,5,0,0,0
263376,2014-12-14,Florida,Miami,1311 Northwest 2nd Avenue,1,4,0,0,0
263556,2014-12-15,Pennsylvania,Lansdale,100 block of West 5th St,6,0,1,0,0
264901,2014-12-16,New Jersey,Elizabeth,Anna Street,0,4,0,0,0
266407,2014-12-20,Illinois,Rockford,3200 block of Montrose Avenue,4,0,0,0,1
266424,2014-12-21,Illinois,Calumet City,600 block of Escanba,1,8,0,0,0
268910,2014-12-21,Mississippi,Waynesboro,Central Avenue,1,4,0,0,2
266570,2014-12-21,Florida,Sarasota,4034 N Washington Blvd,2,2,0,0,0
267721,2014-12-22,Illinois,Chicago,5700 block of South Green Street,0,5,0,0,0
282186,2014-12-22,New York,Webster,191 Lake Rd,3,2,1,0,0
268282,2014-12-22,Michigan,Detroit,Charlevoix St and Philip St,1,3,0,0,0
267792,2014-12-23,Kentucky,Winchester,260 Oxford Dr,1,3,0,0,2
268598,2014-12-24,Missouri,Saint Louis,18th and Pine,1,3,0,0,0
269167,2014-12-26,Illinois,East St. Louis,2500 block of Summit Avenue,1,3,0,0,0
269679,2014-12-27,California,Los Angeles,8800 block of South Figueroa Street,1,3,0,0,0
270036,2014-12-27,California,Sacramento,4000 block of May Street,0,4,0,0,0
271363,2014-12-29,Louisiana,New Orleans,Poydras and Bolivar,0,4,0,0,0
272016,2015-01-01,Tennessee,Memphis,I-240 and Poplar Ave,0,5,0,0,2
273965,2015-01-02,Georgia,Savannah,500 block of W. 54th Street,1,4,0,0,1
273397,2015-01-04,Texas,Dallas,2000 block of Ben Hur St.,3,1,0,0,1
273535,2015-01-04,Virginia,Roanoke,3634 Shenandoah Ave NW,2,4,0,0,2
274867,2015-01-06,Florida,Miami,1300 block of NW 62nd Street,1,3,0,0,0
275064,2015-01-07,Tennessee,Chattanooga,773 West Main Street,1,3,0,0,1
275986,2015-01-08,Massachusetts,Boston,104 Harrishof Street,1,3,0,0,0
276459,2015-01-09,California,San Francisco,Laguna St and Page St,4,0,0,0,1
276536,2015-01-10,Kansas,Wichita,4859 E Harry Street,2,2,0,0,1
276766,2015-01-11,California,San Jose,3840 Monterey Hwy,0,5,0,0,0
277480,2015-01-11,Florida,Lakeland,7665 Chase Road,1,3,0,0,2
276845,2015-01-11,North Carolina,Hope Mills,1900 block of Gumberry Road,2,5,0,0,3
278927,2015-01-13,Illinois,Rockford,700 block of Oakley Avenue,2,2,0,0,1
298773,2015-01-13,Virginia,Portsmouth,4100 block of Portsmouth Boulevard,0,5,0,0,0
281039,2015-01-19,Texas,San Antonio,1000 block of Gibbs St.,2,5,0,0,3
281663,2015-01-20,Tennessee,Clarksville,321 Lansinger Lane,1,3,0,0,1
283115,2015-01-23,Massachusetts,Boston,954 Parker Street,0,6,0,0,0
283041,2015-01-24,Nebraska,Omaha,3402 Parker St,3,5,0,0,0
282956,2015-01-24,New York,Arverne (Queens),231-11 148th Avenue,3,1,1,0,0
285123,2015-01-26,California,Stockton,1500 block of E. 9th Street,1,3,0,0,0
285549,2015-01-28,Georgia,Ellenwood,1600 block of Panola Rd,1,3,0,0,0
286810,2015-01-31,Georgia,Lagrange,113 Woodstream Trl,4,0,0,0,1
287031,2015-02-01,New York,New York (Manhattan),3345 Broadway,1,4,0,0,2
287529,2015-02-01,New York,Syracuse,1217 West Fayette Street,0,6,0,0,1
289146,2015-02-05,Ohio,Beachwood (Warrensville Heights),20009 Harvard Ave,3,3,0,0,1
290098,2015-02-06,Oklahoma,Tulsa,1219 N. Sheridan Road,1,3,0,1,2
289811,2015-02-07,Georgia,Douglasville,3640 Willow Tree Circle,4,2,1,0,0
290510,2015-02-08,Tennessee,Friendship,251 Dupree Rd,0,6,0,0,0
290626,2015-02-09,Florida,New Port Richey,9552 Adler St,3,1,0,0,0
293883,2015-02-15,California,Long Beach,200 block of W. 14th Street,0,5,0,0,5
295502,2015-02-17,Arkansas,Little Rock,7900 Scott Hamilton,1,3,0,0,0
295871,2015-02-20,California,Sacramento,1417 R Street,0,4,0,0,0
296121,2015-02-22,Georgia,Clarkesville,281 Lower Pond Court,2,2,1,0,0
296327,2015-02-22,South Carolina,Charleston,4224 Dorchester Road,0,4,0,0,1
296215,2015-02-22,Texas,Killeen,1706 Godman St.,3,1,1,0,0
588835,2015-02-23,Florida,Daytona Beach,Sheridan Road,0,4,0,0,1
298122,2015-02-26,Missouri,Tyrone,18279 Highway H,7,1,1,0,0
299190,2015-02-28,Maryland,Baltimore,4300 block of Welbourne Road,1,3,0,0,0
299344,2015-03-01,Michigan,Detroit,9855 Chalmers St,1,5,0,0,2
300660,2015-03-01,Florida,Orlando,4900 block of Steyr St,0,4,0,0,0
300860,2015-03-04,California,San Bernardino,190 block of W Club Center Dr,3,4,0,0,0
491864,2015-03-07,Missouri,Saint Louis,3140 Olive St,0,4,0,0,1
302786,2015-03-08,South Carolina,Seneca,Wells Highway,1,3,0,0,0
303659,2015-03-09,Illinois,Chicago,200 block of West 105th,1,3,0,0,0
304238,2015-03-10,Georgia,Columbus,3023 Victory Drive,0,5,0,0,0
305907,2015-03-13,Mississippi,Brookhaven,1097 South First St.,2,3,0,0,1
308201,2015-03-14,California,Coachella,84000 block of Bagdad Avenue,0,4,0,0,0
306897,2015-03-14,Georgia,Atlanta,2900 block of Delmar Lane,0,5,0,0,0
307512,2015-03-15,California,Compton,2700 block of West Alondra Boulevard,0,4,0,0,0
308687,2015-03-17,California,Stockton,748 N Madison St,3,4,0,0,0
308728,2015-03-18,Arizona,Mesa,1504 W Main St,1,5,0,0,1
308839,2015-03-18,New Jersey,Newark,200 block of Clinton Place,1,3,0,0,0
468151,2015-03-20,Texas,Lancaster,1500 block of Reynolds Street,1,5,0,0,0
310356,2015-03-20,Oklahoma,Oklahoma City,1300 block of N Stiles Ave,0,4,0,0,0
310573,2015-03-21,Florida,Tampa,1802 Seventh Ave,0,4,0,0,1
311348,2015-03-22,New Mexico,Albuquerque,10140 Lomas NE,1,6,0,0,0
311922,2015-03-23,Tennessee,Clarksville,900 block of Carpenter Street,1,4,0,0,0
312119,2015-03-24,Indiana,Indianapolis,3100 block of N Harding St,4,0,0,0,0
313304,2015-03-26,Texas,Amarillo,3100 block of Redwood,0,4,0,0,0
314044,2015-03-27,Florida,Panama City Beach,5312 Thomas Drive,0,7,0,0,1
316795,2015-04-02,Maryland,Baltimore,1900 block of West Lanvale Street,0,5,0,0,0
