Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
516758,2016-03-05,Kansas,Wichita,116 North Mead,0,4,0,0,0
517073,2016-03-06,California,Compton,900 block of West Victoria Street,1,9,0,0,0
517058,2016-03-06,Massachusetts,Chelsea,120 Washington Avenue,1,6,0,0,1
517114,2016-03-06,Georgia,Roswell,890 Atlanta St,0,4,0,0,1
518436,2016-03-07,Kansas,Kansas City,3000 block of South 36th Street,5,0,0,0,1
517895,2016-03-07,Louisiana,Lafayette,800 block of Martin Luther King Jr. Drive,0,4,0,0,0
518266,2016-03-08,Texas,San Antonio,Sherman St,2,3,0,0,0
519541,2016-03-09,Pennsylvania,Pittsburgh (Wilkinsburg),1304 Franklin Ave,6,2,0,0,0
520290,2016-03-11,New Jersey,Trenton,Oliver Avenue,0,5,0,0,0
520767,2016-03-11,Michigan,Detroit,2600 block of Hazelwood,2,2,0,0,0
521074,2016-03-12,California,Oakland,I-880 and I-80,0,4,0,0,0
521821,2016-03-12,Oregon,Portland,16126 S.E. Stark St.,0,4,0,0,1
522122,2016-03-13,Florida,Fort Myers,50 South Road,0,4,0,0,0
523044,2016-03-15,Georgia,Atlanta,Donald Lee Hollowell Drive,0,5,0,0,0
525301,2016-03-19,Alabama,Wetumpka,South Shelby Street,2,2,0,0,1
525464,2016-03-19,Florida,Plantation,12050 NW 4th Court,1,4,0,0,0
526380,2016-03-21,Illinois,Chicago,5700 block of West Washington Boulevard,0,4,0,0,0
529488,2016-03-25,Colorado,Denver,8501 E. Alameda Avenue,0,4,0,0,0
528614,2016-03-25,Illinois,Chicago,4500 block of West West End Avenue,0,4,0,0,0
530049,2016-03-27,Louisiana,Shreveport,Hearne Ave and Hollywood Ave,0,4,0,0,0
532604,2016-03-31,Illinois,Chicago (Englewood),6800 block of South Throop,0,4,0,0,0
535927,2016-04-07,Illinois,Chicago,2200 block of East 70th Place,0,4,0,0,0
537311,2016-04-09,Tennessee,Memphis,Mt Moriah Road and Ridgeway Road,0,4,0,0,0
537085,2016-04-09,New Mexico,Albuquerque,2600 block of Mesa Drive SE,0,4,0,0,1
539705,2016-04-09,Alabama,Anniston,West 15th Street and Crawford Avenue,0,4,0,0,0
537820,2016-04-10,California,Los Angeles,84th Street and Towne Avenue,0,4,0,0,0
537825,2016-04-10,Wisconsin,Milwaukee,76th and Sheridan,1,3,0,0,0
542362,2016-04-16,Alabama,Enterprise,Baxter Street,0,4,0,0,0
541987,2016-04-16,Florida,Orlando,1100 block of Conley Street,2,4,0,0,2
542259,2016-04-16,Michigan,Detroit,9500 block of Oakland,1,4,0,0,1
543108,2016-04-17,Texas,Edinburg,5021 W St Hwy 107,1,6,0,0,1
543102,2016-04-17,South Carolina,Pelzer,220 Eastview Rd,1,3,0,0,1
541996,2016-04-17,Pennsylvania,Philadelphia,600 block of Westmoreland Street,3,1,0,0,1
543244,2016-04-18,California,Long Beach,1200 block of E. 17th Street,1,3,0,0,0
543132,2016-04-19,Illinois,Chicago,1400 block of West 84th Street,1,4,0,0,0
544080,2016-04-19,Illinois,Chicago,2700 block of West 53rd Street,1,3,0,0,0
543441,2016-04-19,Alabama,Blountsville,81551 US Highway 278,0,4,1,0,0
545501,2016-04-21,Maryland,Baltimore,4800 block of Frankford Avenue,0,4,0,0,1
545525,2016-04-22,Ohio,Piketon,4077 Union Hill Rd,8,0,0,0,4
546022,2016-04-22,Georgia,Appling,3162 Johnson Drive,5,0,1,0,0
546581,2016-04-23,Nevada,Las Vegas,1650 South Hollywood Boulevard,1,3,0,0,1
546244,2016-04-23,Alabama,Auburn,1200 block of Lee Road 83,3,1,0,0,1
546258,2016-04-23,New York,New York (Manhattan),West 141st Street and Edgecombe Avenue,0,4,0,0,0
546550,2016-04-23,Kansas,Topeka,3732 SW Topeka Blvd,0,4,1,0,0
547319,2016-04-24,Illinois,Chicago (Englewood),2000 block of West 68th Place,2,3,0,0,0
546760,2016-04-24,Virginia,Halifax,1055 L P Bailey Memorial Hwy,0,4,0,1,1
546818,2016-04-24,Colorado,Denver,1400 block of 14th Street,0,4,0,0,1
547827,2016-04-25,Florida,Miami,1506 Northwest 70th Street,0,5,0,0,0
547639,2016-04-25,Tennessee,Nashville,400 Charlotte Avenue,0,4,0,0,1
548333,2016-04-26,Maryland,District Heights (Forestville),6500 block of Hil-Mar Drive,1,4,0,0,0
549071,2016-04-27,Mississippi,Kilmichael,Pecan Drive,3,1,0,0,1
549507,2016-04-27,Louisiana,Baton Rouge,4300  Block of Kerrit Dr,2,2,0,0,0
550445,2016-04-29,Missouri,Saint Louis (Ferguson),400 block of N Dade Ave,0,4,0,0,0
550619,2016-04-29,California,Oakland,3200 block of San Pablo Avenue,0,5,0,0,0
551053,2016-05-01,Tennessee,Murfreesboro,1955 Old Castle Drive,0,5,0,0,0
553570,2016-05-04,Minnesota,Minneapolis,16th Avenue North and Newton Avenue North,1,7,0,0,0
554027,2016-05-05,Florida,Miami,2108 NW 19th Terrace,1,3,0,0,0
553803,2016-05-05,Louisiana,Shreveport,300 block of North Thomas Drive,2,6,0,0,0
555873,2016-05-06,Michigan,Detroit,12300 block of Gratiot,1,4,0,0,0
555886,2016-05-06,Alabama,Montgomery,1300 block of Clay Street,1,3,0,0,0
554133,2016-05-06,Maryland,Bethesda,7101 Democracy Blvd,3,3,0,0,1
555126,2016-05-08,Texas,Austin,8600 block of North Lamar,1,3,0,0,1
557479,2016-05-11,Illinois,Chicago,7100 block of South State Street,0,5,0,0,0
557589,2016-05-11,Alabama,Birmingham,1400 block of 21st St N,1,4,0,0,1
558796,2016-05-14,West Virginia,Charleston,2337 Washington St W,1,3,0,0,3
559042,2016-05-14,Georgia,Atlanta,Cordova and Peoples Street,0,5,0,0,0
565244,2016-05-15,Georgia,Moultrie,Rossman Dairy Road,5,0,0,0,1
559194,2016-05-15,Indiana,Evansville,420 North Garvin Street,0,4,0,0,0
560782,2016-05-17,South Carolina,Ravenel,5360 Savannah Highway,3,1,0,0,1
561912,2016-05-18,Indiana,Indianapolis,34th Street and North Keystone Avenue,0,4,0,0,0
563630,2016-05-21,Georgia,Jackson,Levi Barnes Road,1,3,0,0,0
563751,2016-05-22,Tennessee,Nashville,100 block of Rains Avenue,0,4,0,0,0
563829,2016-05-22,Louisiana,New Orleans,8639 Apple St,0,4,0,0,0
563514,2016-05-22,California,Stockton,Poplar and Sutter Streets,1,3,0,0,0
564470,2016-05-23,New Jersey,Newark,102 Isabella Avenue,0,5,0,0,0
567614,2016-05-29,Texas,Houston,13210 Memorial Dr,1,6,1,0,0
567494,2016-05-29,Indiana,Indianapolis,300 block of South Meridian Street,0,4,0,0,0
567673,2016-05-29,New Jersey,Trenton,600 block of Martin Luther King Jr. Boulevard,0,6,0,0,0
567788,2016-05-29,Nevada,Las Vegas,200 block of N 3rd St,0,4,0,0,2
568528,2016-05-30,Maryland,Baltimore,500 block of East 43rd Street,0,5,0,0,0
568745,2016-05-30,California,Sacramento,3900 block of 44th,0,5,0,0,0
569225,2016-05-31,Illinois,Chicago,3300 block of West Huron Street,0,4,0,0,0
569189,2016-05-31,Indiana,Fort Wayne,6600 block of Pawawna Drive,0,4,0,0,0
571859,2016-06-04,Colorado,Denver,3600 block of Hudson Street,3,1,0,0,3
572696,2016-06-05,Florida,Cape Coral,2600 block of Skyline Boulevard S,2,3,1,0,0
575061,2016-06-05,Minnesota,Minneapolis,8th and Humboldt Avenue N.,0,4,0,0,0
572766,2016-06-05,Arizona,Phoenix,8152 N Black Canyon Hwy,2,3,0,1,0
572513,2016-06-05,New York,Brooklyn,Mermaid Ave and 16th St.,0,4,0,0,0
573327,2016-06-06,California,Visalia,3360 S Fairway St,0,4,0,0,0
574753,2016-06-08,Massachusetts,Boston,66 Washington St,1,3,0,0,3
574850,2016-06-08,District of Columbia,Washington,1300 North Capitol St NW,0,4,0,0,2
575607,2016-06-09,Florida,Fort Walton Beach,Landview Drive,0,4,0,0,3
577073,2016-06-11,California,Panorama City,8500 block of Cedros Avenue,2,2,1,0,0
577574,2016-06-11,New Mexico,Roswell,2300 block of Davis Ave,5,0,0,0,1
577938,2016-06-11,California,Stockton,Alvarado Avenue,1,3,0,0,0
576774,2016-06-11,North Carolina,Charlotte,4000 block of Collegiate Avenue,1,3,0,0,0
578238,2016-06-11,Minnesota,Webster,4000 block of Elmore Avenue,0,4,0,0,0
577157,2016-06-12,Florida,Orlando,1912 S Orange Ave,49,53,1,0,0
579786,2016-06-13,New York,Brooklyn,Avenue D and E. 57th,0,5,0,0,1
579517,2016-06-13,California,Fresno,East El Monte Way and Recreation Avenue,0,4,0,0,0
580279,2016-06-13,Illinois,Chicago,3200 block of West Congress,0,5,0,0,0
580848,2016-06-14,Delaware,Wilmington,South Van Buren and Elm streets,0,4,0,0,0
580791,2016-06-14,California,Oakland,1301 Franklin St,1,3,0,0,0
583362,2016-06-18,Illinois,Chicago,East 79th Street and South Escanaba Avenue,0,4,0,0,0
583584,2016-06-18,Virginia,Exmore,Frederick Douglass Rd,1,3,0,0,1
583537,2016-06-18,Georgia,Waycross,2625 Arnold Ct,2,2,0,0,0
583631,2016-06-19,Virginia,Roanoke,2328 Melrose Avenue,0,4,0,0,0
585615,2016-06-21,Kentucky,Louisville,2802 Rodman Street,2,2,0,0,1
586044,2016-06-21,New Jersey,Willingboro,Mosshill Lane,0,4,0,0,0
585821,2016-06-22,Washington,Olympia,500 block of Dutterow Road SE,3,1,0,0,2
586058,2016-06-22,Illinois,Chicago,3100 block of West Warren,0,4,0,0,0
586122,2016-06-22,Georgia,Stone Mountain,Lancashire Cir and Central Dr,1,3,0,0,0
587735,2016-06-24,Connecticut,Hartford,Brook and Winter Street,0,5,0,0,0
589046,2016-06-24,Kansas,Kansas City,N. 3rd and Walker,0,4,0,0,0
587769,2016-06-24,Maryland,District Heights,3100 block of Orleans Ave,3,2,0,0,1
587983,2016-06-25,Illinois,Chicago,1400 block of W. 114th Place,0,4,0,0,0
589470,2016-06-25,Virginia,Norfolk,700 block of Craig Street,0,4,0,0,4
587755,2016-06-25,Texas,Fort Worth,2466 East Lancaster Avenue,2,5,0,0,1
588918,2016-06-26,Texas,Corpus Christi,Baldwin Blvd  and Lamar,0,4,0,0,1
589165,2016-06-26,Texas,Houston,6000 block of Elm Street,1,3,0,0,0
588867,2016-06-26,Georgia,Atlanta,1500 block of Moreland Avenue SE,1,4,0,0,0
589159,2016-06-26,North Carolina,Charlotte,2240 Camp Greene St,0,5,0,0,1
590233,2016-06-26,South Carolina,Bennettsville,Highway 38 N,0,4,0,0,0
589488,2016-06-27,Oregon,Woodburn,13436 Killiam Loop NE,3,1,0,0,1
591294,2016-06-28,Illinois,Chicago,1600 block of South Christiana,0,4,0,0,0
591975,2016-06-28,California,Los Angeles,13800 block of S Avalon Boulevard,0,3,1,0,0
592207,2016-06-29,Nevada,Las Vegas,6100 block of West Lake Mead Boulevard,4,0,1,0,0
592724,2016-06-30,Illinois,Chicago,9500 block of South Loomis Street,1,4,0,0,0
594480,2016-07-03,Tennessee,Chattanooga,2300 block of Daisy Street,0,4,0,0,0
594051,2016-07-03,Louisiana,Monroe,401 Lea Joyner Memorial Expy,2,3,0,0,1
595166,2016-07-04,New York,Brooklyn,419 Chauncey St,0,7,0,0,1
595069,2016-07-04,Texas,Houston,1312 Robin,3,2,0,0,1
595482,2016-07-04,Arizona,Phoenix,4000 block of West Southern Avenue,2,6,0,0,0
595279,2016-07-04,Illinois,Chicago (Englewood),5500 block of South Hermitage Avenue,0,4,0,0,0
596159,2016-07-04,Ohio,Cleveland,1400 block of W. 107 Street,0,4,0,0,0
595048,2016-07-04,Pennsylvania,Pittsburgh,Seventh  Ave and Liberty Ave,0,4,0,0,1
595557,2016-07-05,California,Los Angeles,56th Street and Naomi Avenue,0,4,0,0,0
597176,2016-07-07,Tennessee,Bristol,536 Volunteer Pkwy,1,3,0,1,1
597756,2016-07-07,Texas,Dallas,800 Main St,5,9,0,0,0
597366,2016-07-07,Louisiana,Baton Rouge,2136 North Lobdell Avenue,0,4,0,0,0
601119,2016-07-11,Michigan,Jackson,500 block of Summit Avenue,0,4,0,0,0
600798,2016-07-11,Maryland,Baltimore,1800 block of W. North Avenue,0,5,0,0,0
600398,2016-07-11,Michigan,Saint Joseph,811 Port St,2,2,1,0,0
601512,2016-07-11,District of Columbia,Washington,5100 block of Call Pl SE,0,4,0,0,0
602765,2016-07-13,Missouri,Saint Louis,3000 block of Miami St,2,2,0,0,1
602810,2016-07-13,Georgia,Warner Robins,105 Magnolia Avenue,0,5,0,0,0
603738,2016-07-14,Ohio,Akron,900 block of Moeller Avenue,1,3,0,0,0
603733,2016-07-14,California,Oakland,1600 block of 7th Street,0,4,0,0,0
603475,2016-07-14,Texas,Crosby,400 block of Pecan Avenue,3,1,0,0,0
604207,2016-07-15,Washington,Woodland,4006 NW 417th Street,3,1,0,0,1
605005,2016-07-16,California,San Bernardino,1200 block of West 25th Street,0,4,0,0,0
604175,2016-07-16,Tennessee,Clarksville,1348 College Street,0,6,0,0,0
604233,2016-07-16,California,Bakersfield,621 Stephens Dr,1,14,0,0,0
604459,2016-07-16,Texas,Dallas,6300 block of Benavides Drive,0,5,0,0,0
604275,2016-07-16,Ohio,Cleveland,5000 block of Euclid Avenue,0,5,0,0,0
605475,2016-07-17,Texas,Houston,Tidwell Rd and Homestead Rd,1,3,0,0,0
604762,2016-07-17,Louisiana,Baton Rouge,9611 Airline Hwy,4,2,1,0,0
605367,2016-07-17,Michigan,Detroit,Grand River and McGraw avenue,0,4,0,0,0
607265,2016-07-19,Arkansas,West Memphis,13th Street and Tyler Avenue,0,4,0,0,0
608787,2016-07-20,California,Fresno,5100 block of E Hedges Ave,0,4,0,0,0
609402,2016-07-21,Illinois,Chicago,4400 block of South Leamington,0,5,0,0,0
610402,2016-07-22,Illinois,Kankakee,300 block of North Wildwood Avenue,0,5,0,0,0
610379,2016-07-23,Texas,Bastrop,202 Childers Drive,3,1,1,0,0
613805,2016-07-23,New York,Brooklyn,Fountain Avenue,0,4,0,0,0
610756,2016-07-23,South Carolina,North Charleston,3630 Ashley Phosphate Road,0,4,0,0,0
610093,2016-07-23,Ohio,Cincinnati,3400 block of Beekman St,2,2,0,0,0
610584,2016-07-24,Ohio,Hamilton,1555 Main St,1,7,0,0,4
611479,2016-07-25,Florida,Fort Myers,3580 Evans Ave,2,18,0,1,6
615024,2016-07-28,Illinois,Chicago,800 block of West 50th Place,2,2,0,0,0
615328,2016-07-28,Maryland,Baltimore,Greenmount Avenue,0,4,0,0,0
615109,2016-07-28,New York,Elmira,303 College Ave,0,5,0,0,1
617334,2016-07-29,Georgia,Athens,Trail Creek St,0,7,0,0,1
617712,2016-07-30,Missouri,Saint Louis,5000 block of Kensington Ave,0,5,0,0,0
616948,2016-07-30,Washington,Mukilteo,10009 Chennault Beach,3,1,0,0,1
618321,2016-07-30,Georgia,Townsend (Eulonia),14699 Highway 17,0,5,0,0,0
617607,2016-07-31,Texas,Austin,208 E 6th St,1,4,0,0,1
617789,2016-07-31,Florida,Miami,Southwest 203rd Terrace and 115th Avenue,3,1,0,0,1
619408,2016-08-01,Indiana,Evansville,South Bedford Avenue,0,4,0,0,1
619708,2016-08-02,Florida,Hollywood (West Park),5700 block of Hallandale Beach Blvd,0,4,0,0,0
620247,2016-08-03,Georgia,Decatur,4110 Glenwood Road,1,3,0,0,0
621232,2016-08-04,Tennessee,Memphis,Ayers Street and Griffith Avenue,0,4,0,0,0
622500,2016-08-05,California,Perris,21600 block of Rider St,2,2,0,0,0
624057,2016-08-05,Michigan,Pontiac,70 block of Thorpe Street,1,3,0,0,2
623195,2016-08-06,Pennsylvania,Reading (Sinking Spring),51 Winding Brook Drive,4,0,1,0,0
623439,2016-08-07,Illinois,Chicago,100 block of South Springfield,0,4,0,0,0
624046,2016-08-07,Mississippi,Vicksburg,4460 Clay St,1,3,0,0,3
623523,2016-08-07,Colorado,Arvada,5400 block of Sheridan Boulevard,2,2,0,0,2
624156,2016-08-07,California,Los Angeles,5925 South Figueroa Street,1,3,0,0,0
625735,2016-08-08,New Mexico,Albuquerque,341 General Marshall Street NE,2,2,0,0,3
624273,2016-08-08,Florida,Jacksonville,1214 Labelle St,0,7,0,0,0
626960,2016-08-10,California,Sacramento,4000 Green Tree Drive,1,3,0,0,0
626153,2016-08-10,Illinois,Evanston,Foster Street and Jackson Avenue,0,4,0,0,0
627757,2016-08-11,Pennsylvania,Philadelphia,500 block of E Ashmead St,0,4,0,0,0
627519,2016-08-12,Texas,Dallas,10921 Estate Ln,1,3,0,0,1
628178,2016-08-12,Florida,Jacksonville,100 block of West 38th Street,1,3,0,0,1
628623,2016-08-13,New York,Richmond Hill,Jamaica Ave and 105th St,0,4,0,0,2
628570,2016-08-13,Wisconsin,Milwaukee,4001 West Fond Du Lac Ave,2,2,0,0,0
629663,2016-08-13,California,Los Angeles,6300 block of 11th Avenue,0,4,0,0,0
628635,2016-08-13,Missouri,Joplin,1800 Connecticut Ave,0,4,0,0,1
629415,2016-08-14,Minnesota,Minneapolis,1717 Plymouth Ave N,0,5,0,0,0
630007,2016-08-14,Virginia,Norfolk,1600 block of Selden Avenue,0,4,0,0,0
632753,2016-08-17,California,Oakland,Mandela Parkway,0,4,0,0,0
632747,2016-08-18,Connecticut,Waterbury,402 E Main Street,0,4,0,0,0
634731,2016-08-20,Washington,Tacoma,900 block of Pacific Avenue,0,5,0,0,0
634238,2016-08-20,Connecticut,Hamden,903 Dixwell Ave,0,4,0,0,1
634819,2016-08-20,Alabama,Citronelle,17160 Jim Platt Road,5,0,0,0,1
634787,2016-08-21,Connecticut,Bridgeport,19 Plymouth St,0,13,0,0,0
634889,2016-08-21,Massachusetts,Boston,Westview and Stratton Street,0,4,0,0,0
640901,2016-08-25,New Jersey,Bridgeton,Marion Street,0,5,0,0,0
640203,2016-08-27,Florida,Miami,1900 block of NW 83rd Terr,2,4,0,0,0
640500,2016-08-27,Alabama,Bessemer (Brighton),3810 7th Ave,1,6,0,0,3
640689,2016-08-28,Missouri,Saint Louis,S Grand Blvd and Montana St,2,2,0,0,0
640677,2016-08-28,New York,Bronx,514 E 156th St,0,4,0,0,0
641419,2016-08-28,Texas,Lubbock,2200 block of 17th St,0,6,0,0,0
640861,2016-08-28,Alabama,Dadeville,512 E Columbus St,0,5,0,0,0
641732,2016-08-29,New Jersey,Egg Harbor City,907 White Horse Pike,0,4,1,2,3
643824,2016-08-30,Illinois,Chicago (Englewood),6800 block of South Ashland,0,4,0,0,0
644723,2016-08-30,Georgia,Atlanta,400 Merritts Avenue NE,0,4,0,0,0
646855,2016-09-03,Illinois,Chicago,100 block of North Seeley Avenue,0,4,0,0,0
646995,2016-09-03,North Carolina,Wilmington,600 block of North 30th St,1,3,0,0,0
647865,2016-09-04,Virginia,Roanoke,1020 Orange Ave NE,1,10,0,0,0
648490,2016-09-05,Pennsylvania,Reading,600 block of Moss Street,0,4,0,0,0
648884,2016-09-05,Illinois,Chicago,2700 block of W Lexington Ave,2,3,0,0,0
651434,2016-09-08,Arkansas,Hot Springs National Park (Hot Springs),300 block of Lacey St,1,4,0,0,2
651957,2016-09-08,Texas,Del Valle,8330 Linden Rd,4,0,0,0,0
652175,2016-09-10,Florida,Miami,3451 Northwest 36 Street,1,3,0,0,1
652584,2016-09-11,Missouri,Kansas City,500 block of Westport Rd,0,6,0,0,2
652561,2016-09-11,Michigan,Saginaw,2207 Pierce Road,0,5,0,0,0
652642,2016-09-11,Indiana,Fort Wayne,3006 Holton Avenue,3,1,0,0,1
652759,2016-09-11,New Jersey,Jersey City,87 Van Wagenen Ave,1,3,0,0,1
652606,2016-09-11,North Carolina,New Bern,1100 block of Highway 70,0,5,0,0,0
653077,2016-09-11,Louisiana,New Orleans,2349 S Claiborne Ave,1,5,0,0,2
654087,2016-09-13,Indiana,Fort Wayne,1723 E Wayne St,3,2,0,0,0
655512,2016-09-14,Texas,Humble,16000 block of Saybrook,1,3,0,0,0
657023,2016-09-16,Pennsylvania,Philadelphia,5100 block of Sansom St,1,5,1,0,0
656991,2016-09-16,California,Los Angeles (Hollywood),555 N Heliotrope Dr,2,2,0,0,0
657634,2016-09-17,District of Columbia,Washington,2600 block of Birney Pl SE,2,7,0,0,0
659289,2016-09-17,Florida,Miami,20582 SW 119th Ave,0,6,0,0,3
657136,2016-09-17,Florida,Orlando,3918 Columbia St,1,6,0,0,0
657151,2016-09-17,Indiana,Indianapolis,2016 West 76th Street,2,2,0,0,0
657863,2016-09-18,Virginia,Lynchburg,421 Rivermont Ave,1,3,0,0,0
658226,2016-09-18,Pennsylvania,Pittsburgh,1700 block of Brighton Pl,0,4,0,0,0
657854,2016-09-18,Pennsylvania,Philadelphia,3001 Castor Avenue,0,4,0,0,0
661703,2016-09-23,Washington,Burlington,201 Cascade Mall Dr,5,0,0,0,1
662342,2016-09-24,Maryland,Baltimore,Greenmount Ave and Preston St,0,8,0,0,0
662548,2016-09-25,Illinois,Champaign,300 block of E. Green St,1,3,0,0,1
663789,2016-09-26,Texas,Humble,21219 Grand Linden Ct,0,4,0,0,1
663106,2016-09-26,Texas,Houston,5450 Weslayan St,0,6,1,0,0
663624,2016-09-26,North Carolina,Winston Salem (Winston-salem),100 block of 5 Royales Dr,0,4,0,0,1
665995,2016-09-29,California,San Francisco,400 block of Ellis St,1,3,0,0,1
668352,2016-10-01,California,Fresno,3200 block of East Clay Avenue,0,4,0,0,0
668279,2016-10-01,Illinois,Pembroke Township,S 17250 East Rd,4,0,0,0,2
667984,2016-10-02,Texas,San Antonio,2600 South Flores Street,1,4,0,0,0
668407,2016-10-03,Minnesota,Minneapolis,Fourth St and Hennepin Ave,0,4,0,0,1
669777,2016-10-04,Louisiana,New Orleans,3727 Ulloa Street,3,2,0,0,1
671717,2016-10-08,New York,Brooklyn,7301 3rd Ave,0,4,0,0,1
672217,2016-10-09,California,Sacramento,1696 Arden Way,1,3,0,0,0
672203,2016-10-09,Michigan,Grand Rapids,1850 28th Street SE,1,8,0,0,1
675993,2016-10-13,Illinois,Chicago,2700 block of West Lexington,0,4,0,0,0
676376,2016-10-14,Illinois,Chicago,3300 block of W Maypole Ave,1,6,0,0,0
676663,2016-10-15,California,Los Angeles,2918 Rimpau Blvd,4,11,0,0,1
676686,2016-10-15,Illinois,Rockford,7801 East State St,1,5,0,0,0
677293,2016-10-15,Alabama,Mobile,1800 block of St Stephens Road,0,5,0,0,0
678438,2016-10-17,Illinois,Chicago (Englewood),6700 block of South Winchester,1,4,0,0,0
679290,2016-10-18,California,San Francisco,325 La Grande Ave,0,4,0,0,2
682298,2016-10-22,California,Oakland,77th and Bancroft Avenues,0,7,0,0,0
683142,2016-10-23,Oklahoma,Wellston,Highway 66 and N 3310 Rd,1,4,1,0,1
684130,2016-10-25,Virginia,Roanoke,830 Campbell Avenue Southeast,1,3,1,0,0
685379,2016-10-25,Ohio,Dayton,3300 block of Riverside Dr,1,3,0,0,2
686312,2016-10-27,Georgia,Jackson,600 block of Moccasin Gap Road,4,0,0,0,1
687375,2016-10-28,Florida,Miami Gardens,Northwest 173rd Terrace and 27th Avenue,0,4,0,0,0
688429,2016-10-28,Mississippi,Jackson,200 block of Lorenz Blvd,0,6,0,0,1
689009,2016-10-29,California,Los Angeles,1600 block of Century Boulevard,0,5,0,0,0
688210,2016-10-29,California,Riverside,3500 block of Madison Street,0,4,0,0,0
687940,2016-10-29,Ohio,Dayton,2010 Cornell Ridge Dr,1,3,0,0,0
688979,2016-10-30,Ohio,Toledo,742 Junction Ave,0,4,0,0,0
688592,2016-10-30,Texas,San Antonio,2900 block of Aspen Meadow,0,5,0,0,1
688577,2016-10-30,New York,Newburgh,119 First Street,2,5,0,0,3
688841,2016-10-30,New York,New York (Manhattan),135 Ridge Street,0,4,0,0,0
689020,2016-10-30,Maryland,Capitol Heights,6862 Walker Mill Rd,3,3,0,0,1
689518,2016-10-31,Louisiana,Shreveport,700 Block of W 68th St,0,4,0,0,0
691113,2016-11-01,Tennessee,Memphis,5200 block of Zodiac Rd,1,5,0,0,1
692025,2016-11-02,Arkansas,Little Rock,2111 Bragg Street,1,4,0,0,2
692315,2016-11-03,New Jersey,Orange,234 Cleveland Street,2,2,0,0,1
692020,2016-11-03,Illinois,Chicago,8000 block of S Shore Dr,2,2,0,0,1
693307,2016-11-04,Pennsylvania,Philadelphia,5451 Springfield Ave,0,4,0,0,0
693401,2016-11-05,South Carolina,Myrtle Beach,803 Main St,0,5,0,0,0
693624,2016-11-05,Florida,Fort Lauderdale (Lauderhill),3135 W Broward Blvd,1,3,0,0,0
693438,2016-11-05,Texas,San Antonio,10726 Perrin Beitel Rd,0,4,0,0,0
693290,2016-11-05,Illinois,Chicago,4800 block of North Winthrop,0,5,0,0,0
693374,2016-11-05,California,Oakland,420 14th Street,0,6,0,2,2
696917,2016-11-09,Washington,Seattle,1524 3rd Ave,0,5,0,0,1
696352,2016-11-09,Tennessee,Memphis,1800 block of East Brooks Road,0,4,0,0,0
697377,2016-11-09,Illinois,Chicago,3400 block of W Monroe,1,3,0,0,0
698383,2016-11-10,Texas,Houston,6610 S Sam Houston Pkwy W,1,3,0,0,1
699863,2016-11-11,Texas,Houston,7705 Channelside Street,0,4,0,0,0
699033,2016-11-12,California,Sacramento,8600 block of Ardith Drive,1,5,0,0,0
699303,2016-11-12,Connecticut,Bridgeport,2500 Park Avenue,0,5,0,0,2
700363,2016-11-12,Missouri,Kansas City,21st St and Cleveland Ave,1,3,0,0,1
699605,2016-11-13,Florida,Jacksonville,5105 Cleveland Rd,3,2,0,0,1
699332,2016-11-13,Texas,San Antonio,8000 Midcrown,0,4,0,0,0
699316,2016-11-13,Florida,Orlando,Conley Street and South Ivey Lane,0,4,0,0,0
700232,2016-11-13,California,San Diego,3800 block of Marlborough Avenue,2,2,1,0,0
703245,2016-11-17,Tennessee,Dyersburg,160 Longfellow,1,7,0,0,1
704568,2016-11-18,Illinois,Chicago,5000 block of W Wabansia,0,4,0,0,0
708392,2016-11-22,Florida,Clewiston,1068 Harlem Academy Ave,1,4,0,0,3
708777,2016-11-23,Mississippi,Olive Branch,928 Cross Road,0,4,0,0,1
709276,2016-11-24,New York,Albany,77 Central Ave,1,3,0,0,1
709370,2016-11-24,Kentucky,Louisville,4501 W Broadway,2,4,0,0,0
710467,2016-11-25,Louisiana,New Orleans,Magnolia St and Felicity St,0,4,0,0,0
710732,2016-11-26,Illinois,Chicago,8800 block of S Exchange Ave,1,5,0,0,0
711744,2016-11-27,Missouri,Kansas City,Gregory and Prospect,0,7,0,0,0
711597,2016-11-27,Louisiana,New Orleans,100 block of Bourbon Street,1,9,0,0,3
713445,2016-11-28,California,San Pedro,300 block of West 2nd Street,0,4,0,0,0
712776,2016-11-28,California,Wilmington,1067 McDonald Avenue,0,4,0,0,0
712796,2016-11-28,Texas,Mission (Palmview),1840 W Palma Vista Dr,1,3,0,0,1
715101,2016-11-30,Maryland,Baltimore,2901 Garrison Blvd,2,4,0,0,1
716001,2016-12-01,California,Clearlake Oaks,Pomo Rd,1,3,0,0,1
717616,2016-12-02,New Jersey,Bloomfield,3 1st Ave,0,6,0,0,0
717873,2016-12-03,California,Los Angeles,91st Street and Western Avenue,0,6,0,0,0
719128,2016-12-05,New Mexico,Albuquerque,1532 Stagecoach Lane,3,1,1,0,0
722452,2016-12-09,California,Fresno,842 Fresno Street,0,4,0,0,0
725323,2016-12-09,Texas,Channelview,15300 block of Market St,4,0,0,0,0
725338,2016-12-11,North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4,0,0,0
723292,2016-12-11,Maryland,Baltimore,3916 South Hanover Street,0,5,0,0,0
